Name,Company,Platoon,Section
Michael Miller,Alpha,1,2
John Davis,Alpha,2,2
Patricia Miller,Chali,1,2
David Francis,Alpha,2,3
Blue Williams,Alpha,1,3
Linda Miller,Chali,2,1
Mary Smith,Danger,2,2
Alice Rodriguez,Alpha,2,2
Patricia Johnson,Bravo,3,2
Michael Davis,Chali,2,1
Alice Jones,Bravo,3,3
Blue Garcia,Alpha,2,2
James Miller,Bravo,3,2
Blue Francis,Alpha,3,3
Blue Jones,Chali,2,3
John Williams,Bravo,1,3
Robert Garcia,Danger,1,2
John Francis,Chali,2,2
Alice Davis,Alpha,3,2
John Brown,Alpha,1,3
David Brown,Bravo,1,1
David Francis,Alpha,3,3
Linda Williams,Bravo,2,3
Patricia Brown,Bravo,3,2
Patricia Smith,Danger,2,2
John Smith,Alpha,3,3
Blue Williams,Bravo,1,3
Linda Miller,Alpha,2,2
David Miller,Danger,1,2
James Miller,Danger,2,3
Robert Francis,Bravo,2,3
Linda Rodriguez,Danger,2,1
Mary Jones,Alpha,2,2
John Francis,Chali,2,3
Robert Francis,Alpha,1,1
Alice Johnson,Bravo,2,1
Linda Brown,Chali,3,3
Blue Williams,Chali,1,2
James Smith,Alpha,1,2
Patricia Miller,Bravo,3,2
Blue Garcia,Danger,2,3
Blue Williams,Alpha,2,3
Linda Rodriguez,Danger,2,1
Mary Garcia,Danger,3,3
Patricia Williams,Danger,1,1
Michael Brown,Bravo,2,3
James Francis,Danger,1,3
John Williams,Chali,1,1
Patricia Davis,Bravo,1,3
James Johnson,Danger,3,1
John Brown,Danger,2,2
David Miller,Danger,1,2
Patricia Rodriguez,Bravo,2,2
James Smith,Chali,2,2
Blue Jones,Bravo,2,1
James Johnson,Alpha,3,3
Patricia Francis,Bravo,3,3
Michael Rodriguez,Danger,3,3
Patricia Garcia,Bravo,1,2
Blue Miller,Alpha,2,3
Linda Williams,Chali,1,1
Michael Johnson,Chali,1,3
David Miller,Chali,1,1
James Williams,Alpha,1,1
Alice Jones,Bravo,2,3
Michael Garcia,Chali,2,3
Patricia Brown,Chali,1,2
Blue Brown,Alpha,2,1
James Miller,Chali,1,1
James Rodriguez,Danger,2,3
Blue Davis,Danger,2,1
David Garcia,Bravo,3,3
James Rodriguez,Danger,2,3
James Williams,Chali,1,2
Robert Rodriguez,Chali,3,3
John Smith,Alpha,3,2
David Davis,Bravo,3,2
Blue Miller,Danger,3,2
Mary Miller,Alpha,2,3
Michael Smith,Alpha,3,3
Blue Miller,Alpha,3,1
John Jones,Bravo,3,2
Alice Jones,Danger,1,1
David Williams,Chali,3,3
Patricia Jones,Chali,1,1
Alice Brown,Chali,3,2
David Jones,Alpha,3,3
James Smith,Bravo,2,1
Alice Smith,Danger,2,1
Blue Davis,Danger,2,2
Linda Smith,Chali,3,2
James Williams,Alpha,2,1
David Williams,Bravo,1,1
Michael Miller,Chali,3,1
Blue Johnson,Alpha,1,2
Michael Williams,Bravo,3,3
Michael Williams,Alpha,2,3
Alice Francis,Alpha,2,1
Michael Jones,Chali,1,2
Mary Rodriguez,Danger,3,3
Michael Rodriguez,Alpha,2,2
Michael Smith,Chali,3,2
Blue Davis,Chali,2,3
Patricia Davis,Chali,2,3
Mary Garcia,Alpha,2,1
Patricia Rodriguez,Chali,3,2
David Rodriguez,Chali,2,1
Robert Davis,Danger,2,1
David Miller,Bravo,3,3
Patricia Rodriguez,Bravo,2,3
Linda Williams,Bravo,3,3
Patricia Williams,Danger,2,2
Patricia Davis,Bravo,3,3
Mary Francis,Chali,1,3
James Jones,Alpha,2,3
James Miller,Chali,3,3
David Smith,Chali,3,3
Patricia Williams,Chali,1,3
John Johnson,Bravo,2,3
Mary Rodriguez,Bravo,1,3
David Brown,Chali,2,1
Mary Williams,Chali,3,2
Mary Smith,Alpha,1,1
Michael Johnson,Alpha,2,2
David Smith,Chali,2,1
Robert Rodriguez,Danger,2,2
Patricia Francis,Chali,3,1
Patricia Johnson,Danger,1,3
Patricia Jones,Alpha,3,1
John Smith,Danger,1,3
David Smith,Chali,1,3
James Rodriguez,Bravo,3,3
Linda Brown,Alpha,1,3
David Rodriguez,Alpha,1,1
David Miller,Bravo,1,3
Alice Johnson,Alpha,1,3
Robert Garcia,Alpha,1,1
Patricia Miller,Danger,1,1
John Rodriguez,Danger,1,3
Robert Garcia,Chali,2,3
Patricia Jones,Chali,2,2
Alice Johnson,Alpha,1,1
David Francis,Bravo,1,2
Michael Francis,Chali,3,2
Robert Williams,Danger,2,3
Alice Francis,Chali,1,3
Blue Brown,Alpha,3,3
Blue Jones,Bravo,3,3
Blue Johnson,Bravo,2,2
Robert Williams,Alpha,1,1
Alice Williams,Chali,2,2
Mary Miller,Alpha,2,1
Blue Francis,Danger,1,2
Alice Francis,Chali,2,1
Blue Brown,Alpha,1,1
David Jones,Bravo,2,1
John Francis,Bravo,1,2
Michael Rodriguez,Bravo,1,1
Alice Davis,Alpha,1,2
James Francis,Alpha,3,2
Blue Jones,Alpha,1,1
James Williams,Bravo,3,3
Robert Francis,Chali,2,2
Michael Miller,Bravo,2,3
John Francis,Chali,1,2
John Francis,Chali,1,1
Patricia Miller,Alpha,2,1
Robert Davis,Bravo,1,2
James Brown,Danger,1,1
David Rodriguez,Danger,2,1
Linda Johnson,Bravo,1,3
James Williams,Chali,2,1
Robert Jones,Chali,2,1
John Garcia,Alpha,3,2
Michael Smith,Bravo,3,3
Robert Jones,Bravo,1,1
Robert Rodriguez,Bravo,3,2
Linda Francis,Danger,1,3
Robert Francis,Alpha,3,3
Linda Garcia,Chali,3,1
Alice Miller,Bravo,3,2
Linda Davis,Alpha,1,2
John Rodriguez,Danger,1,1
Robert Smith,Alpha,2,2
James Miller,Bravo,1,2
Patricia Miller,Chali,2,1
Alice Brown,Bravo,1,1
Mary Johnson,Alpha,1,3
James Garcia,Chali,1,2
Michael Brown,Danger,2,1
David Jones,Bravo,1,1
Alice Brown,Chali,2,3
Michael Brown,Bravo,1,2
Blue Garcia,Danger,2,3
Patricia Williams,Bravo,2,2
Patricia Jones,Alpha,2,1
Alice Davis,Alpha,1,2
Alice Smith,Chali,3,1
Robert Garcia,Chali,1,2
Robert Jones,Alpha,3,2
Patricia Williams,Chali,3,2
James Johnson,Chali,3,2
Patricia Davis,Alpha,3,2
James Johnson,Bravo,1,1
Robert Williams,Chali,1,2
Patricia Davis,Alpha,2,2
Alice Jones,Danger,3,2
James Jones,Alpha,1,2
David Miller,Danger,1,2
James Garcia,Chali,1,1
David Garcia,Alpha,2,1
Patricia Garcia,Danger,2,2
Mary Davis,Danger,3,1
Michael Miller,Danger,2,3
David Miller,Danger,2,2
Linda Garcia,Chali,1,1
John Williams,Danger,1,3
John Williams,Danger,2,2
David Davis,Chali,2,1
James Francis,Chali,1,2
John Smith,Bravo,3,2
David Williams,Alpha,3,1
Blue Smith,Alpha,2,1
James Francis,Bravo,3,1
Robert Francis,Alpha,1,1
John Brown,Bravo,2,3
Alice Johnson,Chali,1,1
Mary Miller,Alpha,3,3
Linda Francis,Bravo,3,2
Alice Miller,Bravo,2,2
John Miller,Alpha,1,3
David Jones,Alpha,3,3
Blue Davis,Danger,2,1
Michael Jones,Alpha,2,3
Linda Johnson,Bravo,2,3
James Brown,Chali,1,3
James Miller,Danger,2,1
Blue Brown,Bravo,3,3
Michael Williams,Alpha,1,2
James Johnson,Danger,1,2
Mary Rodriguez,Alpha,3,3
Alice Brown,Chali,1,3
Robert Garcia,Alpha,1,2
Blue Williams,Alpha,1,2
John Jones,Danger,3,1
Michael Garcia,Bravo,1,3
Michael Rodriguez,Alpha,3,1
Alice Brown,Alpha,3,2
James Johnson,Alpha,3,2
Patricia Davis,Chali,3,1
David Johnson,Alpha,1,2
David Jones,Bravo,2,2
Blue Johnson,Bravo,2,2
Patricia Miller,Chali,2,3
Alice Miller,Alpha,2,3
James Jones,Bravo,1,3
Mary Miller,Alpha,2,2
David Miller,Alpha,1,1
James Garcia,Chali,2,1
Alice Williams,Alpha,1,3
Linda Davis,Bravo,3,1
David Brown,Chali,1,3
John Brown,Bravo,3,2
David Smith,Danger,1,3
James Francis,Danger,2,1
John Rodriguez,Alpha,2,2
Robert Jones,Bravo,3,3
Blue Brown,Alpha,3,2
Patricia Smith,Bravo,1,3
Linda Miller,Alpha,1,3
David Brown,Alpha,3,1
Linda Johnson,Bravo,3,2
James Williams,Alpha,3,1
David Williams,Danger,2,2
Patricia Brown,Chali,1,3
David Davis,Danger,2,2
Linda Miller,Danger,1,3
Mary Williams,Chali,1,1
Mary Davis,Alpha,1,2
Patricia Johnson,Chali,2,3
David Smith,Danger,1,2
Alice Garcia,Bravo,2,1
Mary Smith,Danger,1,3
Alice Smith,Chali,1,3
Mary Rodriguez,Alpha,1,1
Robert Davis,Bravo,3,2
James Miller,Chali,1,2
John Miller,Danger,2,1
Patricia Jones,Chali,3,3
Mary Brown,Danger,1,2
James Jones,Chali,1,3
Michael Jones,Alpha,1,2
Linda Johnson,Alpha,1,2
Blue Miller,Bravo,3,3
Michael Smith,Chali,2,1
Blue Davis,Chali,1,2
Blue Miller,Danger,1,2
Linda Jones,Alpha,3,3
Blue Garcia,Chali,3,3
John Johnson,Danger,2,2
David Johnson,Alpha,1,3
James Johnson,Danger,2,3
John Williams,Alpha,3,2
Linda Johnson,Bravo,3,3
Alice Davis,Danger,1,3
Mary Davis,Bravo,1,1
Robert Davis,Alpha,2,2
Blue Francis,Alpha,1,1
Mary Jones,Alpha,1,1
James Garcia,Danger,1,2
Patricia Davis,Chali,2,2
Patricia Johnson,Danger,2,3
John Francis,Chali,1,1
Michael Williams,Bravo,3,3
Michael Davis,Danger,1,2
John Brown,Alpha,2,1
John Johnson,Danger,2,2
John Smith,Chali,1,3
John Rodriguez,Bravo,3,3
Michael Davis,Danger,3,1
Blue Davis,Alpha,1,3
James Miller,Danger,2,2
Mary Francis,Danger,3,3
James Francis,Danger,2,1
Patricia Johnson,Alpha,1,3
Alice Rodriguez,Alpha,3,3
Linda Miller,Chali,1,1
Mary Smith,Bravo,2,3
Blue Jones,Bravo,1,1
John Miller,Bravo,3,3
David Miller,Danger,2,2
Blue Davis,Bravo,2,2
James Jones,Bravo,2,1
Patricia Brown,Danger,3,1
Linda Rodriguez,Chali,1,1
Blue Brown,Bravo,2,1
James Smith,Danger,3,2
John Miller,Alpha,2,2
Patricia Miller,Danger,2,3
Patricia Williams,Danger,1,3
Linda Jones,Chali,2,3
Linda Davis,Danger,3,3
Michael Smith,Danger,3,3
James Johnson,Bravo,1,2
Robert Miller,Danger,3,3
Alice Miller,Danger,1,2
Michael Francis,Chali,3,1
David Rodriguez,Danger,2,3
Linda Davis,Danger,2,2
Patricia Williams,Danger,3,3
Mary Smith,Danger,1,3
David Miller,Danger,2,3
Alice Francis,Alpha,2,2
John Francis,Alpha,3,2
David Francis,Chali,3,1
Michael Miller,Chali,1,2
Robert Garcia,Chali,2,2
Patricia Johnson,Alpha,3,1
David Miller,Chali,3,1
Linda Brown,Danger,1,2
David Smith,Bravo,1,1
John Davis,Bravo,2,3
Alice Miller,Chali,1,3
Mary Jones,Bravo,1,2
John Garcia,Chali,3,2
Michael Francis,Alpha,2,1
John Brown,Alpha,2,2
Patricia Johnson,Chali,1,1
James Jones,Danger,1,2
John Smith,Danger,2,1
Linda Garcia,Danger,1,1
Linda Rodriguez,Chali,1,3
James Jones,Alpha,3,2
Alice Davis,Alpha,1,2
Robert Davis,Bravo,1,3
David Davis,Bravo,3,1
Michael Johnson,Chali,2,1
David Johnson,Alpha,1,3
James Jones,Alpha,2,2
Michael Francis,Bravo,1,2
Michael Francis,Chali,3,3
Robert Smith,Danger,2,1
Michael Francis,Bravo,1,3
Mary Williams,Alpha,3,1
Linda Johnson,Bravo,3,3
John Miller,Danger,2,2
David Garcia,Alpha,3,1
James Francis,Alpha,1,1
Patricia Jones,Alpha,1,2
John Williams,Chali,2,1
Blue Brown,Bravo,1,1
Michael Garcia,Danger,3,2
David Miller,Chali,2,1
James Davis,Danger,1,3
Robert Williams,Alpha,3,3
David Brown,Chali,3,3
John Smith,Danger,3,3
John Williams,Alpha,2,3
John Jones,Chali,3,2
Michael Johnson,Chali,1,1
Robert Garcia,Danger,3,2
David Brown,Chali,2,1
Mary Francis,Alpha,2,1
John Davis,Alpha,3,1
David Garcia,Chali,3,3
Patricia Jones,Chali,3,2
Mary Brown,Chali,1,3
Alice Rodriguez,Chali,3,1
Linda Rodriguez,Chali,2,2
Linda Johnson,Chali,1,3
Linda Brown,Alpha,1,3
Alice Miller,Chali,2,3
Mary Davis,Bravo,2,3
David Garcia,Alpha,2,2
James Johnson,Chali,1,1
Blue Davis,Alpha,2,1
David Rodriguez,Danger,2,3
James Davis,Danger,2,2
John Rodriguez,Danger,1,3
Patricia Brown,Danger,3,1
Alice Jones,Bravo,3,3
Alice Miller,Alpha,1,3
Mary Brown,Danger,3,1
David Miller,Chali,2,3
David Smith,Chali,3,1
David Garcia,Bravo,1,2
Blue Davis,Chali,1,1
Mary Brown,Alpha,2,2
David Davis,Danger,3,2
John Francis,Alpha,3,3
Alice Garcia,Alpha,2,3
Linda Francis,Chali,3,3
Michael Johnson,Chali,3,1
James Francis,Chali,2,2
Mary Miller,Danger,3,1
Michael Brown,Alpha,3,2
Blue Rodriguez,Danger,2,1
Linda Garcia,Chali,3,2
Blue Davis,Alpha,3,3
Robert Brown,Alpha,3,2
Alice Brown,Danger,3,2
Linda Francis,Bravo,1,3
Alice Johnson,Alpha,1,2
David Garcia,Bravo,3,2
Mary Francis,Alpha,3,2
Michael Williams,Bravo,1,1
Michael Brown,Alpha,1,2
Mary Francis,Alpha,2,1
Mary Brown,Alpha,2,3
Linda Davis,Chali,2,3
Michael Williams,Alpha,3,2
Patricia Smith,Bravo,3,3
Linda Francis,Bravo,2,1
Patricia Smith,Chali,2,1
Blue Williams,Alpha,1,3
Michael Johnson,Alpha,3,3
Mary Rodriguez,Bravo,1,3
Mary Rodriguez,Bravo,1,3
Linda Francis,Chali,2,2
James Jones,Chali,3,2
Mary Johnson,Chali,1,1
John Miller,Chali,3,2
Linda Francis,Danger,1,3
John Jones,Chali,3,3
Mary Brown,Bravo,2,1
Michael Garcia,Chali,3,3
James Miller,Alpha,1,3
Patricia Francis,Alpha,3,2
Robert Jones,Bravo,1,3
James Davis,Bravo,3,3
Robert Jones,Danger,1,1
Blue Rodriguez,Bravo,2,1
Mary Francis,Alpha,1,2
Alice Johnson,Chali,3,2
James Miller,Chali,2,3
John Rodriguez,Alpha,1,1
Mary Brown,Alpha,3,2
Patricia Davis,Alpha,1,2
James Francis,Alpha,3,1
Michael Smith,Chali,2,1
Michael Francis,Bravo,1,3
James Johnson,Alpha,2,1
Linda Rodriguez,Bravo,3,3
Blue Miller,Bravo,3,2
John Garcia,Bravo,2,1
Blue Miller,Danger,3,1
Patricia Garcia,Danger,1,2
John Smith,Alpha,2,1
Blue Francis,Danger,2,2
John Smith,Bravo,1,2
Michael Davis,Alpha,3,2
James Davis,Danger,3,3
Michael Jones,Bravo,2,2
Robert Williams,Chali,1,2
Alice Jones,Alpha,1,1
Michael Francis,Alpha,1,3
James Brown,Alpha,1,2
Mary Williams,Alpha,2,3
Blue Williams,Bravo,3,3
Linda Smith,Alpha,3,3
David Brown,Danger,2,1
Blue Garcia,Danger,3,3
Patricia Jones,Bravo,3,2
James Miller,Chali,1,2
Robert Johnson,Bravo,3,2
James Brown,Alpha,1,2
Mary Francis,Chali,3,1
John Francis,Danger,3,1
Blue Smith,Chali,3,2
Mary Williams,Danger,3,2
Blue Johnson,Alpha,1,1
Michael Jones,Bravo,2,2
Alice Rodriguez,Danger,2,1
Mary Miller,Chali,2,3
Linda Johnson,Alpha,3,3
Alice Rodriguez,Chali,3,2
Michael Rodriguez,Chali,2,1
Mary Jones,Danger,1,1
Robert Williams,Alpha,2,3
David Davis,Chali,1,3
John Brown,Danger,2,3
Robert Jones,Alpha,1,1
Michael Rodriguez,Alpha,3,1
David Francis,Alpha,1,2
Mary Jones,Danger,1,1
Michael Davis,Chali,3,3
Robert Smith,Danger,1,1
Michael Brown,Alpha,2,2
Blue Brown,Bravo,2,2
David Johnson,Alpha,2,3
David Garcia,Danger,3,1
John Smith,Chali,3,1
Mary Miller,Bravo,2,3
Robert Davis,Chali,3,2
Michael Jones,Bravo,3,2
James Brown,Chali,1,3
Linda Garcia,Chali,2,1
James Garcia,Chali,2,1
Alice Smith,Chali,2,1
Robert Davis,Alpha,2,3
Linda Rodriguez,Danger,2,3
Linda Brown,Bravo,1,1
Mary Williams,Alpha,3,2
David Miller,Bravo,3,3
Linda Garcia,Danger,2,2
Linda Brown,Danger,1,3
David Johnson,Chali,1,1
Blue Garcia,Danger,2,2
Linda Brown,Chali,2,2
Blue Francis,Chali,1,3
Robert Smith,Chali,3,1
John Johnson,Bravo,1,1
Michael Garcia,Danger,1,2
David Smith,Danger,1,2
John Jones,Bravo,3,3
Alice Garcia,Bravo,2,2
David Davis,Danger,2,1
Blue Brown,Chali,2,1
Michael Garcia,Alpha,3,3
Mary Williams,Chali,1,2
Patricia Johnson,Bravo,2,1
Michael Garcia,Danger,1,2
Michael Smith,Chali,3,2
David Davis,Alpha,1,3
Patricia Jones,Chali,2,2
Patricia Rodriguez,Alpha,3,1
Michael Smith,Danger,2,2
Robert Smith,Bravo,3,1
Linda Johnson,Chali,3,1
Patricia Williams,Danger,2,1
Robert Davis,Bravo,1,2
Michael Williams,Alpha,2,1
Mary Rodriguez,Danger,2,3
Patricia Davis,Bravo,1,2
Alice Johnson,Bravo,2,1
Alice Miller,Alpha,2,2
Blue Brown,Danger,1,3
Mary Smith,Chali,3,1
Linda Smith,Chali,3,2
Linda Brown,Chali,3,3
Patricia Williams,Bravo,3,2
John Smith,Alpha,1,1
Robert Rodriguez,Danger,3,1
Linda Jones,Chali,1,3
Alice Miller,Chali,2,3
David Garcia,Bravo,2,3
Mary Miller,Chali,1,2
Michael Davis,Danger,1,1
Linda Rodriguez,Alpha,3,2
Mary Williams,Alpha,2,2
David Davis,Alpha,3,3
Mary Davis,Bravo,3,1
David Rodriguez,Bravo,1,2
Mary Brown,Bravo,2,3
James Davis,Alpha,1,2
Patricia Johnson,Bravo,2,1
David Rodriguez,Alpha,2,2
Alice Miller,Chali,3,3
Michael Francis,Alpha,1,1
Mary Davis,Danger,3,1
Michael Rodriguez,Alpha,1,1
Michael Francis,Alpha,1,3
Michael Rodriguez,Danger,3,3
David Francis,Danger,1,2
Patricia Garcia,Chali,2,1
Mary Brown,Chali,1,3
James Smith,Bravo,3,1
Patricia Smith,Alpha,2,1
John Garcia,Danger,2,3
Blue Francis,Alpha,1,3
Linda Johnson,Bravo,2,1
Patricia Francis,Alpha,2,2
Michael Francis,Bravo,1,3
Robert Francis,Danger,2,1
Robert Rodriguez,Alpha,2,1
James Francis,Chali,1,3
David Williams,Chali,3,3
Blue Garcia,Alpha,2,1
Patricia Brown,Bravo,2,2
Mary Williams,Alpha,1,3
Linda Garcia,Bravo,1,2
Robert Francis,Alpha,3,3
David Johnson,Chali,2,3
Alice Williams,Alpha,3,3
John Johnson,Bravo,2,1
Mary Francis,Bravo,1,3
Robert Brown,Chali,3,1
Alice Jones,Chali,3,1
Alice Rodriguez,Bravo,2,3
Robert Jones,Bravo,1,2
Alice Williams,Chali,3,3
Blue Davis,Bravo,1,2
Robert Jones,Alpha,2,3
James Francis,Danger,2,3
Blue Francis,Alpha,1,1
Blue Davis,Alpha,3,1
David Garcia,Danger,1,1
Robert Brown,Bravo,1,3
David Francis,Danger,1,3
Alice Williams,Alpha,3,1
John Williams,Chali,2,1
Robert Davis,Bravo,3,3
Michael Davis,Danger,3,1
John Johnson,Danger,2,2
Patricia Smith,Bravo,2,1
Blue Smith,Bravo,3,3
Patricia Miller,Alpha,2,1
Mary Jones,Chali,3,1
John Garcia,Alpha,1,3
Michael Brown,Bravo,3,1
Robert Jones,Danger,1,3
David Smith,Chali,3,3
Alice Johnson,Chali,3,2
Patricia Francis,Alpha,3,3
Michael Jones,Danger,1,2
Linda Rodriguez,Chali,1,3
John Miller,Bravo,1,1
David Miller,Chali,1,3
Robert Smith,Bravo,3,1
Blue Garcia,Danger,2,3
Michael Jones,Danger,3,3
Patricia Rodriguez,Danger,2,3
Patricia Davis,Bravo,2,1
Linda Brown,Chali,1,3
Robert Jones,Chali,1,1
Mary Williams,Bravo,3,2
Robert Rodriguez,Alpha,3,2
Alice Brown,Chali,2,3
James Williams,Bravo,3,3
John Johnson,Chali,2,3
Michael Jones,Chali,2,3
Michael Brown,Alpha,1,2
James Garcia,Bravo,3,3
Mary Rodriguez,Danger,3,3
John Jones,Bravo,1,3
Blue Miller,Bravo,3,3
Alice Rodriguez,Alpha,3,2
Blue Garcia,Bravo,3,2
David Miller,Chali,3,3
Patricia Smith,Danger,3,2
John Jones,Bravo,1,3
Alice Garcia,Bravo,3,3
Michael Johnson,Danger,1,2
Blue Williams,Alpha,1,2
Michael Garcia,Danger,3,1
Linda Williams,Chali,2,3
Alice Smith,Bravo,1,2
Patricia Jones,Danger,1,3
Patricia Johnson,Alpha,1,2
Patricia Davis,Chali,3,2
Alice Johnson,Danger,2,2
James Johnson,Alpha,3,1
Robert Garcia,Chali,1,3
Michael Brown,Danger,3,1
James Jones,Danger,2,2
David Jones,Chali,2,3
David Garcia,Bravo,1,2
Linda Johnson,Chali,1,2
Michael Jones,Danger,1,2
Linda Francis,Bravo,2,3
John Rodriguez,Bravo,2,2
John Rodriguez,Chali,2,3
John Johnson,Chali,3,1
Alice Smith,Bravo,3,2
Mary Jones,Alpha,1,2
Linda Smith,Bravo,1,1
Blue Garcia,Chali,2,2
Mary Johnson,Alpha,3,3
Linda Rodriguez,Alpha,3,3
Blue Rodriguez,Bravo,2,3
Michael Smith,Danger,1,2
Robert Davis,Danger,2,2
Mary Smith,Chali,2,2
David Williams,Danger,1,3
Patricia Brown,Danger,3,2
Blue Davis,Chali,1,3
James Williams,Bravo,3,2
David Johnson,Alpha,3,1
Michael Miller,Danger,1,3
Blue Brown,Danger,3,2
John Jones,Danger,1,1
Michael Miller,Chali,2,2
Michael Jones,Bravo,3,3
Alice Brown,Alpha,2,1
Blue Brown,Bravo,3,2
Robert Rodriguez,Chali,3,1
Michael Williams,Alpha,3,2
Mary Francis,Chali,1,3
David Rodriguez,Bravo,2,2
Alice Garcia,Bravo,3,3
Linda Johnson,Danger,2,3
Blue Brown,Bravo,3,1
David Francis,Bravo,3,3
John Smith,Chali,2,3
Michael Rodriguez,Bravo,1,3
John Smith,Chali,3,1
Mary Miller,Bravo,1,3
Alice Francis,Bravo,2,2
Mary Williams,Bravo,2,2
Patricia Johnson,Chali,3,2
James Brown,Bravo,3,3
Patricia Rodriguez,Chali,2,1
James Miller,Bravo,1,1
Alice Johnson,Alpha,2,2
Robert Francis,Alpha,2,3
Alice Smith,Chali,1,3
Linda Rodriguez,Chali,3,1
David Davis,Danger,1,1
Mary Miller,Chali,1,3
Blue Johnson,Danger,2,2
James Francis,Alpha,1,1
Mary Miller,Alpha,1,2
Patricia Jones,Danger,3,2
Robert Rodriguez,Danger,2,1
David Smith,Bravo,1,1
Alice Davis,Alpha,2,2
Mary Francis,Alpha,1,3
Michael Brown,Chali,2,1
James Francis,Bravo,2,2
Blue Jones,Danger,3,3
Mary Brown,Bravo,3,3
David Francis,Bravo,3,2
Linda Williams,Chali,1,2
John Rodriguez,Alpha,3,1
Mary Garcia,Bravo,3,1
Alice Francis,Bravo,2,3
James Rodriguez,Chali,1,1
Michael Davis,Danger,2,1
Linda Rodriguez,Chali,2,1
Patricia Johnson,Chali,2,1
Michael Smith,Alpha,2,3
Michael Davis,Bravo,1,1
Linda Miller,Danger,3,2
Patricia Miller,Bravo,2,2
Robert Miller,Alpha,1,3
Blue Jones,Alpha,3,3
David Davis,Alpha,1,3
Linda Rodriguez,Alpha,3,2
Mary Jones,Danger,1,1
John Brown,Alpha,3,2
John Johnson,Danger,2,1
James Davis,Danger,1,3
Robert Smith,Alpha,2,3
Linda Garcia,Alpha,3,1
Linda Johnson,Chali,1,3
Patricia Williams,Bravo,3,1
Patricia Garcia,Alpha,1,3
Blue Miller,Bravo,1,1
David Garcia,Danger,1,3
Blue Smith,Alpha,1,1
John Johnson,Danger,3,1
Patricia Smith,Chali,1,3
Linda Francis,Danger,2,3
Blue Brown,Alpha,1,2
David Smith,Alpha,2,3
Michael Johnson,Chali,2,1
Alice Miller,Chali,3,2
Linda Davis,Alpha,1,3
Alice Williams,Bravo,1,1
Blue Williams,Chali,3,3
David Johnson,Alpha,3,3
David Jones,Chali,2,3
Patricia Johnson,Chali,1,1
Patricia Rodriguez,Chali,3,2
Alice Smith,Chali,2,2
Michael Francis,Bravo,3,3
David Rodriguez,Alpha,2,2
Robert Miller,Bravo,1,3
Michael Davis,Bravo,1,2
Mary Francis,Danger,3,2
Robert Davis,Danger,3,1
John Smith,Danger,2,3
James Garcia,Chali,1,1
John Miller,Bravo,2,3
Blue Garcia,Bravo,1,1
John Jones,Chali,2,1
Patricia Rodriguez,Bravo,2,2
James Garcia,Danger,1,2
Michael Smith,Chali,3,2
David Miller,Chali,2,2
Patricia Smith,Danger,1,2
Michael Garcia,Danger,2,3
Alice Garcia,Alpha,3,1
David Johnson,Bravo,3,2
John Garcia,Danger,2,1
John Jones,Danger,3,3
James Brown,Danger,1,2
David Smith,Danger,3,2
Robert Johnson,Chali,1,1
Robert Brown,Bravo,3,3
Alice Francis,Bravo,2,3
Michael Smith,Chali,1,1
Linda Rodriguez,Chali,3,2
Linda Davis,Bravo,2,3
Alice Davis,Danger,1,3
Patricia Williams,Chali,2,3
John Brown,Alpha,2,2
Linda Jones,Alpha,1,2
Linda Davis,Danger,1,2
James Rodriguez,Danger,3,1
Patricia Smith,Danger,2,3
John Jones,Bravo,3,2
Alice Garcia,Alpha,3,2
Michael Garcia,Chali,3,3
Robert Brown,Alpha,2,1
Patricia Garcia,Bravo,2,2
John Smith,Bravo,1,2
Michael Garcia,Danger,3,2
John Jones,Bravo,2,1
Blue Williams,Danger,1,1
John Johnson,Chali,2,3
Michael Garcia,Bravo,2,3
Robert Brown,Danger,3,1
Patricia Jones,Alpha,2,3
John Garcia,Bravo,2,2
David Jones,Chali,3,3
Linda Jones,Chali,2,2
Linda Rodriguez,Bravo,2,3
Linda Jones,Danger,3,2
James Brown,Bravo,3,3
Michael Williams,Alpha,3,1
David Johnson,Alpha,1,2
Blue Miller,Chali,1,1
James Williams,Danger,3,3
Alice Miller,Danger,1,1
Linda Garcia,Alpha,3,2
Blue Garcia,Alpha,3,1
David Jones,Bravo,3,3
Robert Rodriguez,Chali,3,3
Linda Smith,Bravo,1,1
Robert Miller,Danger,3,2
David Jones,Danger,1,2
Michael Smith,Danger,3,2
Robert Smith,Chali,2,1
Mary Francis,Chali,2,2
Mary Davis,Bravo,2,3
Robert Francis,Bravo,2,3
Mary Smith,Chali,1,2
John Francis,Chali,1,3
David Garcia,Danger,1,2
David Davis,Chali,2,1
Robert Francis,Alpha,3,3
John Garcia,Bravo,2,3
Alice Johnson,Chali,1,1
David Brown,Bravo,1,1
James Davis,Danger,2,1
Alice Jones,Danger,3,3
James Smith,Danger,1,1
Robert Williams,Bravo,2,2
Mary Garcia,Danger,3,1
Linda Brown,Danger,1,2
James Williams,Chali,2,3
Blue Williams,Chali,1,3
Michael Smith,Danger,1,3
John Davis,Chali,1,3
John Williams,Chali,1,1
Michael Francis,Alpha,1,2
Blue Johnson,Chali,1,1
David Davis,Alpha,3,3
John Jones,Chali,1,2
Michael Johnson,Chali,1,3
John Johnson,Danger,3,3
James Smith,Bravo,3,1
Michael Brown,Danger,3,1
John Jones,Bravo,2,3
Blue Brown,Bravo,2,2
John Johnson,Chali,1,1
